EXP_id	Herb/ingredient_id	Herb/ingredient_name	Herb/ingredient	GSE_id	Organism	Strain	Tissue	Cell_Type	Cell_line	Experiment_type	Sequence_type	Experiment_subject	Experiment_subject_detail	Experiment_special_pretreatment	Control_condition	Control_samples	Treatment_condition	Treatment_samples	Drug_delivery	Plat_info
HBEXP000568	HBIN034827	methionine	Ingredient	GSE77757	Mus musculus			Embryonic stem cell	ES	Expression profiling by array	Total RNA	mouse	Embryonic stem cell; ES	SIRT1 KO	complete medium	GSM2058701; GSM2058702; GSM2058703	methioine restricted medium (6met) for 6h	GSM2058692; GSM2058693; GSM2058694	treated	GPL4134:Agilent-014868 Whole Mouse Genome Microarray 4x44K G4122F (Feature Number version)
HBEXP000569	HBIN034827	methionine	Ingredient	GSE77757	Mus musculus			Embryonic stem cell	ES	Expression profiling by array	Total RNA	mouse	Embryonic stem cell; ES	SIRT1 KO	complete medium	GSM2058701; GSM2058702; GSM2058703	methioine restricted medium (6met) for 24h	GSM2058695; GSM2058696; GSM2058697	treated	GPL4134:Agilent-014868 Whole Mouse Genome Microarray 4x44K G4122F (Feature Number version)
HBEXP000570	HBIN034827	methionine	Ingredient	GSE77757	Mus musculus			Embryonic stem cell	ES	Expression profiling by array	Total RNA	mouse	Embryonic stem cell; ES	SIRT1 KO	complete medium	GSM2058701; GSM2058702; GSM2058703	methioine restricted medium (6met) for 72h	GSM2058698; GSM2058699; GSM2058700	treated	GPL4134:Agilent-014868 Whole Mouse Genome Microarray 4x44K G4122F (Feature Number version)
HBEXP000571	HBIN035101	methylazoxymethanol	Ingredient	GSE26600	Mus musculus	C57BL/6	Brain			Expression profiling by array	Total RNA	mouse	C57BL/6; Brain	/	vehicle control	GSM654777; GSM654778; GSM654779; GSM654823; GSM654824; GSM654825	MAM for 6h	GSM654788; GSM654789; GSM654790; GSM654835; GSM654836; GSM654837	exposed	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000572	HBIN035101	methylazoxymethanol	Ingredient	GSE26600	Mus musculus	C57BL/6	Brain			Expression profiling by array	Total RNA	mouse	C57BL/6; Brain	/	vehicle control	GSM654777; GSM654778; GSM654779; GSM654823; GSM654824; GSM654825	MAM for 24h	GSM654791; GSM654792; GSM654793; GSM654838; GSM654839; GSM654840	exposed	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000573	HBIN035101	methylazoxymethanol	Ingredient	GSE26600	Mus musculus	C57BL/6	Brain			Expression profiling by array	Total RNA	mouse	C57BL/6; Brain	/	vehicle control	GSM654777; GSM654778; GSM654779; GSM654823; GSM654824; GSM654825	MAM for 48h	GSM654794; GSM654795; GSM654796; GSM654841; GSM654842; GSM654843	exposed	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000574	HBIN035101	methylazoxymethanol	Ingredient	GSE26600	Mus musculus	C57BL/6	Brain			Expression profiling by array	Total RNA	mouse	C57BL/6; Brain	/	vehicle control	GSM654777; GSM654778; GSM654779; GSM654823; GSM654824; GSM654825	MAM for 168h	GSM654797; GSM654798; GSM654844; GSM654845; GSM654846	exposed	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000575	HBIN035101	methylazoxymethanol	Ingredient	GSE26600	Mus musculus	C57BL/6	Brain			Expression profiling by array	Total RNA	mouse	C57BL/6; Brain	Mgmt-/- mice	vehicle control	GSM654799; GSM654800; GSM654801; GSM654847; GSM654848; GSM654849	MAM for 6h	GSM654811; GSM654812; GSM654813; GSM654859; GSM654860; GSM654861	exposed	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000576	HBIN035101	methylazoxymethanol	Ingredient	GSE26600	Mus musculus	C57BL/6	Brain			Expression profiling by array	Total RNA	mouse	C57BL/6; Brain	Mgmt-/- mice	vehicle control	GSM654799; GSM654800; GSM654801; GSM654847; GSM654848; GSM654849	MAM for 24h	GSM654814; GSM654815; GSM654816; GSM654862; GSM654863; GSM654864	exposed	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000577	HBIN035101	methylazoxymethanol	Ingredient	GSE26600	Mus musculus	C57BL/6	Brain			Expression profiling by array	Total RNA	mouse	C57BL/6; Brain	Mgmt-/- mice	vehicle control	GSM654799; GSM654800; GSM654801; GSM654847; GSM654848; GSM654849	MAM for 48h	GSM654817; GSM654818; GSM654819; GSM654865; GSM654866; GSM654867	exposed	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000578	HBIN035101	methylazoxymethanol	Ingredient	GSE26600	Mus musculus	C57BL/6	Brain			Expression profiling by array	Total RNA	mouse	C57BL/6; Brain	Mgmt-/- mice	vehicle control	GSM654799; GSM654800; GSM654801; GSM654847; GSM654848; GSM654849	MAM for 168h	GSM654820; GSM654821; GSM654822; GSM654868; GSM654869; GSM654870	exposed	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000579	HBIN035246	methylglyoxal	Ingredient	GSE111123	Homo sapiens			Umbilical vein endothelial cell	HUVEC	Expression profiling by array	Total RNA	human cellline	Umbilical vein endothelial cell; HUVEC	/	DMSO	GSM3022512; GSM3022518; GSM3022524	400uM MGO for 24h	GSM3022513; GSM3022519; GSM3022525	treated	GPL21970:[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [CDF: hugene20st_Hs_ENTREZG.cdf, Brainarray version 20.0.0]
HBEXP000580	HBIN035246	methylglyoxal	Ingredient	GSE111123	Homo sapiens			Umbilical vein endothelial cell	HUVEC	Expression profiling by array	Total RNA	human cellline	Umbilical vein endothelial cell; HUVEC	/	DMSO	GSM3022512; GSM3022518; GSM3022524	800uM MGO for 24h	GSM3022514; GSM3022520; GSM3022526	treated	GPL21970:[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [CDF: hugene20st_Hs_ENTREZG.cdf, Brainarray version 20.0.0]
HBEXP000581	HBIN035246	methylglyoxal	Ingredient	GSE3837	Mus musculus			Alveolar macrophage	MH-S	Expression profiling by array	Total RNA	mouse	Alveolar macrophage; MH-S	/	no treatment	GSM87841; GSM87842; GSM87843	0.8 mM methylglyoxal for 30min	GSM87844; GSM87845; GSM87846	treated	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000582	HBIN035246	methylglyoxal	Ingredient	GSE3837	Mus musculus			Alveolar macrophage	MH-S	Expression profiling by array	Total RNA	mouse	Alveolar macrophage; MH-S	/	no treatment	GSM87841; GSM87842; GSM87843	0.8 mM methylglyoxal for 240min	GSM87847; GSM87848; GSM87849	treated	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000583	HBIN035246	methylglyoxal	Ingredient	GSE3837	Mus musculus			Alveolar macrophage	MH-S	Expression profiling by array	Total RNA	mouse	Alveolar macrophage; MH-S	/	no treatment	GSM87841; GSM87842; GSM87843	0.8 mM methylglyoxal for 480min	GSM87850; GSM87851; GSM87852	treated	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000584	HBIN035672	monocrotaline	Ingredient	GSE125537	Mus musculus	C57BL/6	Right ventricle			Expression profiling by array	Total RNA	mouse	C57BL/6; Right ventricle	/	saline (sham)	GSM3576735; GSM3576736; GSM3576737	600 mg/kg MCT dissolved in saline for 8 weeks	GSM3576738; GSM3576739; GSM3576740	subcutaneous injection	GPL11533:[MoGene-1_1-st] Affymetrix Mouse Gene 1.1 ST Array [transcript (gene) version]
HBEXP000585	HBIN035672	monocrotaline	Ingredient	GSE128358	Mus musculus	C57BL/6	Lung			Expression profiling by high throughput sequencing	Total RNA	mouse C57BL/6	C57BL/6; Lung	/	0.1 mL saline	GSM3672215; GSM3672216	0.1 mL MCT once a week for 5 weeks	GSM3672217; GSM3672218	intra-peritoneal injection	GPL17021:Illumina HiSeq 2500 (Mus musculus)
HBEXP000586	HBIN035767	morphine	Ingredient	GSE118918	Mus musculus	C57BL/6	Nucleus accumbens			Expression profiling by high throughput sequencing	mRNA	mouse C56BL/6	C57BL/6; Nucleus accumbens	/	saline	GSM3351254; GSM3351255; GSM3351256; GSM3351257	morphine sulfate 	GSM3351258; GSM3351259; GSM3351260; GSM3351261	injection 	GPL17021:Illumina HiSeq 2500 (Mus musculus)
HBEXP000587	HBIN035767	morphine	Ingredient	GSE118918	Mus musculus	C57BL/6	Brain			Expression profiling by high throughput sequencing	mRNA	mouse C56BL/6 Male	C57BL/6; Brain	/	saline	GSM3351262; GSM3351263; GSM3351264	morphine sulfate 	GSM3351265; GSM3351266; GSM3351267	injection 	GPL17021:Illumina HiSeq 2500 (Mus musculus)
HBEXP000588	HBIN035767	morphine	Ingredient	GSE141066	Mus musculus	CFW	Brainstem			Expression profiling by high throughput sequencing	mRNA	mouse CFW Female	CFW; Brainstem	/	Saline	GSM4194437; GSM4194438; GSM4194439; GSM4194440; GSM4194441; GSM4194442	morphine sulfate (15 mg/kg, s.c.) twice daily on postnatal day (P)1 through P14	GSM4194443; GSM4194444; GSM4194445; GSM4194446; GSM4194447; GSM4194448	injection	GPL24247:Illumina NovaSeq 6000 (Mus musculus)
HBEXP000589	HBIN035767	morphine	Ingredient	GSE7762	Mus musculus	129P3/J	Striatum			Expression profiling by array	Total RNA	mouse 129P3/J	129P3/J; Striatum	/	saline	GSM187965; GSM187966; GSM187967	129P3/J ACU	GSM187968; GSM187969; GSM187970	injection	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000590	HBIN035767	morphine	Ingredient	GSE7762	Mus musculus	129P3/J	Striatum			Expression profiling by array	Total RNA	mouse 129P3/J	129P3/J; Striatum	/	saline	GSM187965; GSM187966; GSM187967	129P3/J CHR	GSM187971; GSM187972; GSM187973	injection	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000591	HBIN035767	morphine	Ingredient	GSE7762	Mus musculus	C57BL/6J	Striatum			Expression profiling by array	Total RNA	mouse C57BL/6J	C57BL/6J; Striatum	/	saline	GSM187974; GSM187975; GSM187976	C57BL/6J ACU	GSM187977; GSM187978; GSM187979	injection	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000592	HBIN035767	morphine	Ingredient	GSE7762	Mus musculus	C57BL/6J	Striatum			Expression profiling by array	Total RNA	mouse C57BL/6J	C57BL/6J; Striatum	/	saline	GSM187974; GSM187975; GSM187976	C57BL/6J CHR	GSM187980; GSM187981; GSM187982	injection	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000593	HBIN035767	morphine	Ingredient	GSE7762	Mus musculus	DBA/2J	Striatum			Expression profiling by array	Total RNA	mouse DBA/2J 	DBA/2J; Striatum	/	saline	GSM187983; GSM187984; GSM187985	DBA/2J ACU	GSM187986; GSM187987; GSM187988	injection	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000594	HBIN035767	morphine	Ingredient	GSE7762	Mus musculus	DBA/2J	Striatum			Expression profiling by array	Total RNA	mouse DBA/2J 	DBA/2J; Striatum	/	saline	GSM187983; GSM187984; GSM187985	DBA/2J CHR	GSM187989; GSM187990; GSM187991	injection	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000595	HBIN035767	morphine	Ingredient	GSE7762	Mus musculus	SWR/J	Striatum			Expression profiling by array	Total RNA	mouse SWR/J	SWR/J; Striatum	/	saline	GSM187992; GSM187993; GSM187994	SWR/J ACU	GSM187995; GSM187996; GSM187997	injection	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000596	HBIN035767	morphine	Ingredient	GSE7762	Mus musculus	SWR/J	Striatum			Expression profiling by array	Total RNA	mouse SWR/J	SWR/J; Striatum	/	saline	GSM187992; GSM187993; GSM187994	SWR/J CHR	GSM187998; GSM187999; GSM188000	injection	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000597	HBIN035767	morphine	Ingredient	GSE78280	Mus musculus	C57BL/6J	Striatum			Expression profiling by array	mRNA	mouse C57Bl/6J	C57BL/6J; Striatum	chronically drinking saccharin	saline	GSM2071142; GSM2071148; GSM2071153; GSM2071158; GSM2071162	morphine 	GSM2071143; GSM2071144; GSM2071149; GSM2071159; GSM2071163	injection	GPL6887:Illumina MouseWG-6 v2.0 expression beadchip
HBEXP000598	HBIN035767	morphine	Ingredient	GSE78280	Mus musculus	C57BL/6J	Striatum			Expression profiling by array	mRNA	mouse C57Bl/6J	C57BL/6J; Striatum	chronically drinking morphine	saline	GSM2071140; GSM2071145; GSM2071150; GSM2071155; GSM2071156; GSM2071160	morphine 	GSM2071141; GSM2071146; GSM2071151; GSM2071152; GSM2071157; GSM2071161	injection	GPL6887:Illumina MouseWG-6 v2.0 expression beadchip
HBEXP000599	HBIN036017	Muscone	Ingredient	GSE85871	Homo sapiens			Breast cancer	MCF-7	Expression profiling by array	Total RNA	human cellline	Breast cancer; MCF-7	/	vehicle control (DMSO)	GSM2286248; GSM2286249; GSM2286316; GSM2286317; GSM2286398; GSM2286399	10uM Muscone for 12h	GSM2286264; GSM2286265	treated	GPL571:[HG-U133A_2] Affymetrix Human Genome U133A 2.37 Array
HBEXP000600	HBIN036344	Narciclasine	Ingredient	GSE85871	Homo sapiens			Breast cancer	MCF-7	Expression profiling by array	Total RNA	human cellline	Breast cancer; MCF-7	/	vehicle control (DMSO)	GSM2286248; GSM2286249; GSM2286316; GSM2286317; GSM2286398; GSM2286399	10uM Narciclasine for 12h	GSM2286386; GSM2286387	treated	GPL571:[HG-U133A_2] Affymetrix Human Genome U133A 2.97 Array
HBEXP000601	HBIN036904	nicotinamide	Ingredient	GSE16919	Homo sapiens			Embryonic stem cell	ESC	Expression profiling by array	Total RNA	human cellline	Embryonic stem cell; ESC	/	control	GSM424314; GSM424315; GSM424316	cultured as free-floating clusters in the presence of 10% FCS for 4 weeks in the presence of nicotinamide.	GSM424317; GSM424318; GSM424319	cultured	GPL571:[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array
HBEXP000602	HBIN036904	nicotinamide	Ingredient	GSE21636	Mus musculus		Bladder			Expression profiling by array	Total RNA	human cellline	Bladder	/	control	GSM539927; GSM539928; GSM539929; GSM539930; GSM539931	nicotinamide-treated bladders	GSM539937; GSM539938; GSM539939; GSM539940; GSM539941	treated	GPL6099:Illumina mouse-6 v1.0 expression beadchip
HBEXP000603	HBIN036904	nicotinamide	Ingredient	GSE4974	Homo sapiens		Peripheral blood	CD34-positive hematopoietic stem and progenitor cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; CD34-positive hematopoietic stem and progenitor cell	/	control	GSM112273; GSM112274	MK09 taken on day 5, before nicotinamide addition, and on days 6 from nicotinamide	GSM112279; GSM112280	treated	GPL887:Agilent-012097 Human 1A Microarray (V2) G4110B (Feature Number version)
HBEXP000604	HBIN036904	nicotinamide	Ingredient	GSE4974	Homo sapiens		Peripheral blood	CD34-positive hematopoietic stem and progenitor cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; CD34-positive hematopoietic stem and progenitor cell	/	control	GSM112273; GSM112274	MK09 taken on day 5, before nicotinamide addition, and on days 8 from nicotinamide	GSM112281; GSM112282	treated	GPL887:Agilent-012097 Human 1A Microarray (V2) G4110B (Feature Number version)
HBEXP000605	HBIN036904	nicotinamide	Ingredient	GSE4974	Homo sapiens		Peripheral blood	CD34-positive hematopoietic stem and progenitor cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; CD34-positive hematopoietic stem and progenitor cell	/	control	GSM112273; GSM112274	MK09 taken on day 5, before nicotinamide addition, and on days 10 from nicotinamide	GSM112283; GSM112284	treated	GPL887:Agilent-012097 Human 1A Microarray (V2) G4110B (Feature Number version)
HBEXP000606	HBIN036904	nicotinamide	Ingredient	GSE4974	Homo sapiens		Peripheral blood	CD34-positive hematopoietic stem and progenitor cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; CD34-positive hematopoietic stem and progenitor cell	/	control	GSM112287; GSM112288	MK11 taken on day 5, before nicotinamide addition, and on days 6 from nicotinamide	GSM112293; GSM112294	treated	GPL887:Agilent-012097 Human 1A Microarray (V2) G4110B (Feature Number version)
HBEXP000607	HBIN036904	nicotinamide	Ingredient	GSE4974	Homo sapiens		Peripheral blood	CD34-positive hematopoietic stem and progenitor cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; CD34-positive hematopoietic stem and progenitor cell	/	control	GSM112287; GSM112288	MK11 taken on day 5, before nicotinamide addition, and on days 8 from nicotinamide	GSM112295; GSM112296	treated	GPL887:Agilent-012097 Human 1A Microarray (V2) G4110B (Feature Number version)
HBEXP000608	HBIN036904	nicotinamide	Ingredient	GSE4974	Homo sapiens		Peripheral blood	CD34-positive hematopoietic stem and progenitor cell		Expression profiling by array	Total RNA	human cellline	Peripheral blood; CD34-positive hematopoietic stem and progenitor cell	/	control	GSM112287; GSM112288	MK11 taken on day 5, before nicotinamide addition, and on days 10 from nicotinamide	GSM112297; GSM112298	treated	GPL887:Agilent-012097 Human 1A Microarray (V2) G4110B (Feature Number version)
HBEXP000609	HBIN036904	nicotinamide	Ingredient	GSE76923	Homo sapiens			hiPSC derived retinal pigment epithelium	RPE	Expression profiling by array	Total RNA	human cellline	hiPSC derived retinal pigment epithelium; RPE	/	vehicle	GSM2040778; GSM2040780; GSM2040782	treated with 10mM Nicotinamide	GSM2040779; GSM2040781; GSM2040783	treated	GPL16686:[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [transcript (gene) version]
HBEXP000610	HBIN036904	nicotinamide	Ingredient	GSE9707	Homo sapiens			Embryo kidney cell	HEK293	Expression profiling by array	Total RNA	human cellline	Embryo kidney cell; HEK293	/	control	GSM245319; GSM245327; GSM245332	treated with isonicotinamide (INAM) at five different concentrations i.e.5 mM	GSM245300; GSM245307; GSM245311	treated	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000611	HBIN036904	nicotinamide	Ingredient	GSE9707	Homo sapiens			Embryo kidney cell	HEK293	Expression profiling by array	Total RNA	human cellline	Embryo kidney cell; HEK293	/	control	GSM245319; GSM245327; GSM245332	treated with isonicotinamide (INAM) at five different concentrations i.e. 10 mM	GSM245336; GSM245337; GSM245338	treated	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000612	HBIN036905	nicotine	Ingredient	GSE11142	Homo sapiens			T cell	CEM	Expression profiling by array	Total RNA	human cellline	T cell; CEM	/	control	GSM281202; GSM281203; GSM281204	treated with an effective dose of nicotine for one hour or one day 	GSM281205; GSM281206; GSM281207	treated	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000613	HBIN036905	nicotine	Ingredient	GSE11208	Homo sapiens		Peripheral ganglion			Expression profiling by array	Total RNA	human cellline	Peripheral ganglion	/	control	GSM282582; GSM282583	nicotinic acetylcholine receptors (nAChR) 1h	GSM282584; GSM282585; GSM282586	exposed	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000614	HBIN036905	nicotine	Ingredient	GSE11208	Homo sapiens		Peripheral ganglion			Expression profiling by array	Total RNA	human cellline	Peripheral ganglion	/	control	GSM282582; GSM282583	nicotinic acetylcholine receptors (nAChR) 24h	GSM282590; GSM282591; GSM282592	exposed	GPL570:[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array
HBEXP000615	HBIN036905	nicotine	Ingredient	GSE143854	Mus musculus		Medial habenula			Expression profiling by high throughput sequencing	mRNA	mouse	Medial habenula	/	control	GSM4275429; GSM4275431; GSM4275432; GSM4275434; GSM4275435; GSM4275436; GSM4275437	GPR151	GSM4275430; GSM4275433; GSM4275438; GSM4275439; GSM4275440; GSM4275441	treated	GPL17021:Illumina HiSeq 2500 (Mus musculus)
HBEXP000616	HBIN036905	nicotine	Ingredient	GSE31004	Mus musculus	BALB/c	Newborn palate			Expression profiling by array	Total RNA	mouse	BALB/c; Newborn palate	/	sterile physiological saline 	GSM768225; GSM768226	nicotine 1.5 mg/kg/day -treated newborn pups	GSM768227; GSM768228	treated	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000617	HBIN036905	nicotine	Ingredient	GSE31004	Mus musculus	BALB/c	Newborn palate			Expression profiling by array	Total RNA	mouse	BALB/c; Newborn palate	/	sterile physiological saline 	GSM768225; GSM768226	nicotine 3.0 mg/kg/day -treated newborn pups	GSM768229; GSM768230	treated	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000618	HBIN036905	nicotine	Ingredient	GSE31004	Mus musculus	BALB/c	Newborn palate			Expression profiling by array	Total RNA	mouse	BALB/c; Newborn palate	/	sterile physiological saline 	GSM768225; GSM768226	nicotine 4.5 mg/kg/day-treated newborn pups	GSM768231; GSM768232	treated	GPL1261:[Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array
HBEXP000619	HBIN036905	nicotine	Ingredient	GSE42172	Homo sapiens			Lung large cell carcinoma	NCI-H460	Expression profiling by array	Total RNA	human cellline	Lung large cell carcinoma; NCI-H460	/	control	GSM1034057; GSM1034058; GSM1034059	treatment in triplicate and harvested for RNA extraction after 2h 	GSM1034060; GSM1034061; GSM1034062	treated	GPL6244:[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
HBEXP000620	HBIN036905	nicotine	Ingredient	GSE42172	Homo sapiens			Lung large cell carcinoma	NCI-H460	Expression profiling by array	Total RNA	human cellline	Lung large cell carcinoma; NCI-H460	/	control	GSM1034057; GSM1034058; GSM1034059	treatment in triplicate and harvested for RNA extraction after 24h	GSM1034087; GSM1034088; GSM1034089	treated	GPL6244:[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [transcript (gene) version]
